"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Face Pull",,"",1,"normal",50,11,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Face Pull",,"",2,"normal",50,11,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lying Neck Curls (Weighted)",,"",0,"normal",10,20,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lying Neck Curls (Weighted)",,"",1,"normal",10,10,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lying Neck Extension (Weighted)",,"",0,"normal",10,7,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lying Neck Extension (Weighted)",,"",1,"normal",5,21,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Bent Over Row (Barbell)",,"",0,"normal",60,9,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Bent Over Row (Barbell)",,"",1,"normal",50,16,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Bent Over Row (Barbell)",,"",2,"normal",50,14,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lat Pulldown (Machine)",,"",0,"normal",60,7,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lat Pulldown (Machine)",,"",1,"normal",60,7,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Lat Pulldown (Machine)",,"",2,"normal",60,7,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Torso Rotation",,"",0,"normal",30,6,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Torso Rotation",,"",1,"normal",25,9,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Shrug (Dumbbell)",,"",0,"normal",36,11,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Shrug (Dumbbell)",,"",1,"normal",36,12,,,
"Day 20: Pull","20 Mar 2024, 08:44","20 Mar 2024, 10:11","","Shrug (Dumbbell)",,"",2,"normal",36,11,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,6,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,5,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Dumbbell)",,"",2,"normal",34,4,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Shoulder Press (Dumbbell)",,"",0,"normal",28,3,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Shoulder Press (Dumbbell)",,"",1,"normal",26,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Shoulder Press (Dumbbell)",,"",2,"normal",26,4,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Lateral Raise (Cable)",,"",0,"normal",12.5,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Lateral Raise (Cable)",,"",1,"normal",10,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Lateral Raise (Cable)",,"",2,"normal",10,9,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Leg Raise Parallel Bars",,"",0,"normal",,19,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Leg Raise Parallel Bars",,"",1,"normal",,18,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,8,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Incline Bench Press (Smith Machine)",,"",2,"normal",80,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,8,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,8,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Cable Fly Crossovers",,"",0,"normal",30,7,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Cable Fly Crossovers",,"",1,"normal",27.5,8,,,
"Day 19: Push","19 Mar 2024, 06:15","19 Mar 2024, 07:52","","Cable Fly Crossovers",,"",2,"normal",27.5,9,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Squat (Smith Machine)",,"",0,"normal",80,8,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Squat (Smith Machine)",,"",1,"normal",80,5,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Squat (Smith Machine)",,"",2,"normal",70,8,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bench Press (Barbell)",,"",0,"normal",80,7,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bench Press (Barbell)",,"",1,"normal",80,5,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Lateral Raise (Cable)",0,"",0,"normal",10,11,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Lateral Raise (Cable)",0,"",1,"normal",10,12,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Lateral Raise (Cable)",0,"",2,"normal",10,11,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Seated Calf Raise",0,"",0,"normal",45,13,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Seated Calf Raise",0,"",1,"normal",45,12,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Seated Calf Raise",0,"",2,"normal",40,11,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bulgarian Split Squad Smith Machine",,"",0,"normal",50,6,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bulgarian Split Squad Smith Machine",,"",1,"normal",40,13,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Bulgarian Split Squad Smith Machine",,"",2,"normal",40,10,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Torso Rotation",,"",0,"normal",30,6,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Torso Rotation",,"",1,"normal",30,5,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Torso Rotation",,"",2,"normal",25,4,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Leg Extension (Machine)",,"",0,"normal",90,4,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Leg Extension (Machine)",,"",1,"normal",80,7,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Leg Extension (Machine)",,"",2,"normal",70,5,,,
"Day 18: Legs + Cardio","16 Mar 2024, 11:02","16 Mar 2024, 13:00","","Treadmill Max Incline",,"",0,"normal",,,0.91,600,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Bicep Curl (Barbell)",,"",0,"normal",30,9,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Bicep Curl (Barbell)",,"",1,"normal",30,6,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Bicep Curl (Barbell)",,"",2,"normal",30,6,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Seated Palms Up Wrist Curl",,"",0,"normal",10,14,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Seated Palms Up Wrist Curl",,"",1,"normal",10,12,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Seated Palms Up Wrist Curl",,"",2,"normal",10,12,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Extension (Dumbbell)",,"",0,"normal",20,14,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Extension (Dumbbell)",,"",1,"normal",20,18,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Extension (Dumbbell)",,"",2,"normal",20,18,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Preacher Curl (Dumbbell)",,"",0,"normal",14,7,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Preacher Curl (Dumbbell)",,"",1,"normal",14,6,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Preacher Curl (Dumbbell)",,"",2,"normal",14,4,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Pushdown",,"",0,"normal",35,20,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Pushdown",,"",1,"normal",40,13,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Triceps Pushdown",,"",2,"normal",42.5,11,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Leg Raise Parallel Bars",,"",0,"normal",,23,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Leg Raise Parallel Bars",,"",1,"normal",,20,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Leg Raise Parallel Bars",,"",2,"normal",,23,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Cross Body Hammer Curl",,"",0,"normal",16,6,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Cross Body Hammer Curl",,"",1,"normal",12,20,,,
"Day 17: Arms","15 Mar 2024, 07:25","15 Mar 2024, 08:58","","Cross Body Hammer Curl",,"",2,"normal",12,16,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Seated Row (Machine)",,"",0,"normal",100,14,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Seated Row (Machine)",,"",1,"normal",100,11,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Seated Row (Machine)",,"",2,"normal",100,11,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Face Pull",,"",0,"normal",45,10,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Face Pull",,"",1,"normal",45,10,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Face Pull",,"",2,"normal",45,10,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Bent Over Row (Barbell)",,"",0,"normal",60,10,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Bent Over Row (Barbell)",,"",1,"normal",60,8,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Bent Over Row (Barbell)",,"",2,"normal",50,13,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Deadlift (Barbell)",,"",0,"normal",100,5,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Torso Rotation",,"",0,"normal",30,7,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Torso Rotation",,"",1,"normal",30,6,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Lat Pulldown (Machine)",,"",0,"normal",55,12,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Lat Pulldown (Machine)",,"",1,"normal",60,7,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Lat Pulldown (Machine)",,"",2,"normal",55,7,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Leg Press Horizontal (Machine)",,"",0,"normal",130,6,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Shrug (Dumbbell)",,"",0,"normal",34,14,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Shrug (Dumbbell)",,"",1,"normal",34,13,,,
"Day 16: Pull","13 Mar 2024, 08:34","13 Mar 2024, 10:05","","Shrug (Dumbbell)",,"",2,"normal",34,13,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Bench Press (Barbell)",,"",0,"normal",80,6,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Bench Press (Barbell)",,"",1,"normal",80,4,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Bench Press (Barbell)",,"",2,"normal",80,4,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Shoulder Press (Dumbbell)",,"",0,"normal",28,4,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Shoulder Press (Dumbbell)",,"",1,"normal",28,4,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Shoulder Press (Dumbbell)",,"",2,"normal",28,3,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,7,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Incline Bench Press (Smith Machine)",,"",1,"normal",80,6,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Incline Bench Press (Smith Machine)",,"",2,"normal",75,8,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Lateral Raise (Cable)",,"",0,"normal",10,11,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Lateral Raise (Cable)",,"",1,"normal",10,11,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Lateral Raise (Cable)",,"",2,"normal",10,8,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Leg Raise Parallel Bars",,"",0,"normal",,17,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Leg Raise Parallel Bars",,"",1,"normal",,18,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Leg Raise Parallel Bars",,"",2,"normal",,13,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Cable Fly Crossovers",,"",0,"normal",27.5,11,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Cable Fly Crossovers",,"",1,"normal",30,7,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Cable Fly Crossovers",,"",2,"normal",27.5,6,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Seated Palms Up Wrist Curl",,"",0,"normal",10,11,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Overhead Press (Barbell)",,"",0,"normal",40,7,,,
"Day 15: Push","12 Mar 2024, 06:24","12 Mar 2024, 07:58","","Overhead Press (Barbell)",,"",1,"normal",40,4,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bench Press (Barbell)",,"",0,"normal",60,22,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bench Press (Barbell)",,"",1,"failure",80,5,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bench Press (Barbell)",,"",2,"normal",80,4,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bench Press (Barbell)",,"",3,"normal",70,9,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bent Over Row (Barbell)",,"",0,"normal",50,11,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bent Over Row (Barbell)",,"",1,"normal",50,12,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Bent Over Row (Barbell)",,"",2,"normal",50,13,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Seated Palms Up Wrist Curl",,"",0,"normal",8,13,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Seated Palms Up Wrist Curl",,"",1,"normal",8,15,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Seated Palms Up Wrist Curl",,"",2,"normal",8,15,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Forearm Dumbell Curl",,"",0,"normal",8,15,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Forearm Dumbell Curl",,"",1,"normal",8,20,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Forearm Dumbell Curl",,"",2,"normal",8,17,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Lateral Raise (Cable)",,"",0,"normal",7.5,12,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Lateral Raise (Cable)",,"",1,"normal",7.5,11,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Lateral Raise (Cable)",,"",2,"normal",7.5,13,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Extension (Machine)",,"",0,"normal",80,21,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Extension (Machine)",,"",1,"normal",85,14,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Extension (Machine)",,"",2,"normal",90,10,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Raise Parallel Bars",,"",0,"normal",,20,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Raise Parallel Bars",,"",1,"normal",,13,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Leg Raise Parallel Bars",,"",2,"normal",,11,,,
"Day 14: FBW","9 Mar 2024, 10:02","9 Mar 2024, 11:42","","Torso Rotation",,"",0,"normal",25,10,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bench Press (Barbell)",,"",0,"normal",80,5,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bench Press (Barbell)",,"",1,"normal",80,5,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bench Press (Barbell)",,"",2,"normal",80,5,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bent Over Row (Barbell)",,"",0,"normal",40,16,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bent Over Row (Barbell)",,"",1,"normal",40,18,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bent Over Row (Barbell)",,"",2,"normal",40,20,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bent Over Row (Barbell)",,"",3,"normal",40,13,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Overhead Press (Barbell)",,"",0,"normal",40,7,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Overhead Press (Barbell)",,"",1,"normal",40,9,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Overhead Press (Barbell)",,"",2,"normal",40,8,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bicep Curl (Barbell)",,"",0,"normal",30,8,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bicep Curl (Barbell)",,"",1,"normal",30,7,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Bicep Curl (Barbell)",,"",2,"normal",30,6,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Triceps Pushdown",,"",0,"normal",45,12,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Triceps Pushdown",,"",1,"normal",45,11,,,
"Day 13: Happyman's FBW","6 Mar 2024, 07:27","6 Mar 2024, 08:56","","Triceps Pushdown",,"",2,"normal",45,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Dumbbell)",,"",0,"normal",34,5,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Dumbbell)",,"",1,"normal",34,5,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Dumbbell)",,"",2,"normal",34,4,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Shoulder Press (Dumbbell)",,"",0,"normal",28,5,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Shoulder Press (Dumbbell)",,"",1,"normal",28,5,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Shoulder Press (Dumbbell)",,"",2,"normal",28,3,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Smith Machine)",,"",0,"normal",80,7,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Incline Bench Press (Smith Machine)",,"",2,"normal",75,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Lateral Raise (Dumbbell)",,"",0,"normal",12,9,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Lateral Raise (Dumbbell)",,"",1,"normal",12,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Lateral Raise (Dumbbell)",,"",2,"normal",12,6,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Lateral Raise (Dumbbell)",,"",3,"normal",8,7,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Cable Fly Crossovers",,"",0,"normal",27.5,11,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Cable Fly Crossovers",,"",1,"normal",27.5,7,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Leg Raise Parallel Bars",,"",0,"normal",,13,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Leg Raise Parallel Bars",,"",1,"normal",,13,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Seated Overhead Press (Smith Machine)",,"",0,"normal",60,8,,,
"Day 12: Push","5 Mar 2024, 06:24","5 Mar 2024, 07:46","","Seated Overhead Press (Smith Machine)",,"",1,"normal",60,7,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Pull Up",,"",0,"normal",,9,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Row (Machine)",,"",0,"normal",100,11,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Row (Machine)",,"",1,"normal",100,9,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Row (Machine)",,"",2,"normal",100,11,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Row (Machine)",,"",3,"normal",100,11,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Cable Row - Bar Grip",,"",0,"normal",65,6,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Cable Row - Bar Grip",,"",1,"normal",60,9,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Seated Cable Row - Bar Grip",,"",2,"normal",60,10,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Leg Press Horizontal (Machine)",,"",0,"normal",130,8,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Leg Press Horizontal (Machine)",,"",1,"normal",120,8,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Face Pull",,"",0,"normal",45,10,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Face Pull",,"",1,"normal",45,8,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Face Pull",,"",2,"normal",45,8,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Lat Pulldown (Machine)",,"",0,"normal",50,11,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Lat Pulldown (Machine)",,"",1,"normal",50,7,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Lat Pulldown (Machine)",,"",2,"normal",50,8,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Dumbell Skiers",,"",0,"normal",12,15,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Dumbell Skiers",,"",1,"normal",12,15,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Dumbell Skiers",,"",2,"normal",12,15,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Shrug (Dumbbell)",,"",0,"normal",34,13,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Shrug (Dumbbell)",,"",1,"normal",34,12,,,
"Day 11: Pull","1 Mar 2024, 09:41","1 Mar 2024, 10:59","","Shrug (Dumbbell)",,"",2,"normal",34,7,,,
"Day 10:  Arms","28 Feb 2024, 06:11","28 Feb 2024, 07:46","","Seated Incline Curl (Dumbbell)",,"",0,"normal",12,9,,,
