"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Dumbbell)",,"",2,"normal",32,4,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Dumbbell)",,"",0,"normal",26,4,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Dumbbell)",,"",1,"normal",24,7,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Dumbbell)",,"",2,"normal",24,7,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Barbell)",,"",0,"normal",60,6,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Barbell)",,"",1,"normal",60,6,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Incline Bench Press (Barbell)",,"",2,"normal",60,6,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Lateral Raise (Dumbbell)",,"",0,"normal",10,9,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Lateral Raise (Dumbbell)",,"",2,"normal",8,10,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Lateral Raise (Dumbbell)",,"",3,"normal",8,10,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Cable Fly Crossovers",,"",0,"normal",27.5,9,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Cable Fly Crossovers",,"",1,"normal",27.5,7,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Cable Fly Crossovers",,"",2,"normal",25,8,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Cable Fly Crossovers",,"",3,"normal",20,10,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Cable Fly Crossovers",,"",4,"normal",15,13,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Machine Plates)",,"",0,"normal",40,6,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Machine Plates)",,"",1,"normal",40,4,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Shoulder Press (Machine Plates)",,"",2,"normal",30,7,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Torso Rotation",,"",0,"normal",25,15,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Torso Rotation",,"",1,"normal",25,14,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Torso Rotation",,"",2,"normal",25,7,,,
"Day 2: Push","8 Feb 2024, 09:34","8 Feb 2024, 11:34","","Torso Rotation",,"",3,"normal",25,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Incline Bench Press (Dumbbell)",,"",0,"normal",30,8,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Incline Bench Press (Dumbbell)",,"",1,"normal",30,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Incline Bench Press (Dumbbell)",,"",2,"normal",30,5,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Shoulder Press (Dumbbell)",,"",0,"normal",26,4,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Shoulder Press (Dumbbell)",,"",1,"normal",22,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Shoulder Press (Dumbbell)",,"",2,"normal",22,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Triceps Pushdown",,"",0,"normal",42.5,11,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Triceps Pushdown",,"",1,"normal",42.5,11,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Triceps Pushdown",,"",2,"normal",42.5,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Lateral Raise (Dumbbell)",,"",0,"normal",10,9,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Lateral Raise (Dumbbell)",,"",1,"normal",10,8,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Lateral Raise (Dumbbell)",,"",2,"normal",10,7,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Cable Fly Crossovers",,"",0,"normal",27.5,10,,,
"Day 1: Push","3 Feb 2024, 19:27","3 Feb 2024, 20:57","","Cable Fly Crossovers",,"",1,"normal",30,7,,,
